track_id,track_duration,track_genre_top,set_split,listens
46711,110,Experimental,training,low
46726,248,Hip-Hop,training,medium
46732,188,Pop,training,low
46733,152,Pop,training,low
46736,285,Pop,training,low
46839,219,Pop,training,low
46840,208,Pop,training,low
46841,134,Pop,training,low
46842,190,Pop,training,low
46844,231,Pop,training,low
46846,212,Pop,training,medium
46854,221,Pop,training,high
46855,316,Pop,training,low
46928,190,Pop,training,low
46930,78,Pop,training,medium
47032,66,Rock,validation,high
47068,114,Electronic,training,high
47069,189,Electronic,training,high
47070,123,Electronic,training,high
47071,177,Electronic,training,high
47072,199,Electronic,training,high
47073,140,Electronic,training,high
47074,141,Electronic,training,high
47075,192,Electronic,training,high
47076,209,Electronic,training,high
47077,196,Electronic,training,high
47100,120,Pop,validation,low
47192,83,Experimental,training,medium
47193,101,Experimental,training,medium
47194,86,Experimental,training,low
47195,275,Experimental,training,medium
47196,362,Experimental,training,medium
47197,164,Experimental,training,medium
47198,178,Experimental,training,high
47199,73,Experimental,training,medium
47200,228,Experimental,training,high
47201,231,Experimental,training,low
47202,116,Experimental,training,high
47260,155,Electronic,training,high
47506,246,Folk,training,medium
47510,209,Rock,training,high
47657,349,Electronic,training,high
47658,366,Electronic,training,high
47659,327,Electronic,training,high
47660,288,Electronic,training,high
47661,143,Folk,training,low
47662,129,Folk,training,low
47663,171,Folk,training,low
47665,258,Pop,training,medium
47666,264,Pop,training,medium
47670,337,Pop,training,medium
47671,208,Pop,training,low
47707,345,Experimental,training,low
47826,204,Experimental,training,medium
47835,138,Pop,training,low
47865,212,Folk,training,high
47868,303,Folk,training,medium
47894,185,Pop,training,medium
47895,165,Pop,training,medium
47896,217,Pop,training,medium
47897,150,Pop,training,medium
47916,230,Rock,training,high
47921,235,Rock,training,high
48015,278,Rock,training,high
48042,141,Experimental,training,medium
48043,124,Experimental,training,low
48044,173,Experimental,training,low
48046,457,Experimental,training,high
48269,94,Experimental,training,low
48307,599,Experimental,training,medium
48317,203,Experimental,validation,high
48367,366,Rock,training,high
48368,255,Rock,training,medium
48369,333,Rock,training,medium
48437,225,Electronic,training,high
48439,255,Electronic,training,high
48440,295,Electronic,training,high
48442,250,Electronic,training,high
48443,285,Electronic,training,high
48444,174,Pop,training,low
48446,537,Pop,training,low
48450,141,Pop,training,low
48452,153,Pop,training,low
48453,414,Pop,training,low
48454,60,Pop,training,low
48456,146,Pop,training,low
48457,107,Pop,training,low
48462,102,Electronic,training,high
48463,131,Electronic,training,high
48464,97,Electronic,training,high
48465,111,Electronic,training,high
48466,200,Electronic,training,high
48488,389,International,training,medium
48489,331,International,training,medium
48491,264,International,training,medium
48492,227,International,training,medium
48493,188,International,training,medium
48494,174,International,training,high
48763,529,Rock,training,high
48808,65,Folk,training,high
48815,100,Folk,training,low
48861,325,Experimental,training,low
48862,345,Experimental,training,low
48863,157,Experimental,training,low
48864,236,Experimental,training,low
48865,315,Experimental,training,medium
48931,178,Experimental,training,low
49029,233,Folk,training,high
49030,256,Folk,training,low
49039,221,Pop,training,low
49061,328,Experimental,training,medium
49062,400,Experimental,training,medium
49064,163,Experimental,training,high
49066,403,Experimental,training,high
49067,466,Experimental,training,high
49068,429,Experimental,training,high
49070,126,Experimental,training,high
49071,353,Experimental,training,high
49072,563,Experimental,training,high
49073,522,Experimental,training,high
49394,186,Experimental,training,high
49401,113,Experimental,training,high
49407,272,Experimental,training,high
49408,353,Experimental,training,high
49441,104,Rock,validation,high
49473,230,Pop,training,low
49476,199,Hip-Hop,training,high
49478,219,Hip-Hop,training,medium
49479,186,Hip-Hop,validation,medium
49812,101,Rock,training,high
49817,127,Rock,training,high
49842,206,Folk,training,high
49843,157,Folk,training,high
49844,190,Folk,training,high
49845,172,Folk,training,high
49846,215,Folk,training,high
49847,220,Folk,training,high
49848,306,Folk,training,high
49849,247,Folk,training,high
49856,247,Folk,training,high
49857,203,Folk,training,high
50264,198,Hip-Hop,training,medium
50272,218,Pop,training,low
50276,179,Folk,training,medium
50283,241,International,training,medium
50323,84,Folk,training,low
50444,340,Rock,validation,high
50445,186,Rock,validation,high
50446,208,Rock,validation,high
50447,179,Rock,validation,high
50448,263,Rock,validation,high
50449,241,Rock,validation,high
50539,162,Rock,training,high
50543,304,Rock,training,medium
50836,122,Experimental,training,low
50952,159,Folk,training,high
50955,405,Instrumental,training,high
50956,185,Instrumental,training,high
51004,228,International,training,high
51005,281,International,training,high
51006,151,International,training,high
51111,531,Experimental,training,medium
51112,292,Experimental,training,medium
51113,348,Experimental,training,high
51114,62,Experimental,training,high
51115,106,Experimental,training,low
51117,168,Experimental,training,low
51118,171,Experimental,training,medium
51120,152,Pop,training,medium
51157,484,Experimental,validation,low
51158,88,Experimental,validation,low
51203,184,Experimental,training,medium
51261,296,Pop,validation,low
51262,220,Pop,training,low
51263,208,Pop,training,low
51265,242,Pop,training,low
51267,247,Pop,training,low
51268,156,Pop,training,low
51269,240,Pop,training,low
51271,199,Pop,training,low
51273,184,Pop,training,low
51274,225,Pop,training,medium
51275,220,Pop,training,medium
51276,221,Pop,training,medium
51278,262,Pop,validation,low
51291,279,Pop,validation,low
51292,248,Pop,validation,low
51333,228,Folk,training,low
51479,350,Experimental,training,medium
51655,167,Folk,validation,low
51659,325,Folk,validation,low
51661,232,Folk,validation,low
51776,132,Instrumental,training,high
51784,300,Electronic,training,high
51785,113,Electronic,training,high
51918,246,Folk,validation,low
51919,175,Folk,validation,low
51923,234,Electronic,training,high
51954,306,Electronic,training,high
51991,485,International,training,low
51992,456,International,training,low
51998,383,International,training,low
51999,308,International,training,low
52000,311,International,training,low
52001,406,International,training,low
52034,164,Pop,training,medium
52035,211,Pop,training,low
52036,186,Pop,training,low
52037,62,Pop,training,low
52039,172,Pop,training,low
52040,154,Pop,training,low
52041,107,Pop,training,medium
52042,162,Pop,training,low
52044,161,Pop,training,high
52045,212,Pop,training,medium
52118,254,International,training,medium
52119,260,International,training,medium
52120,280,International,training,low
52121,319,International,training,low
52122,243,International,training,medium
52123,186,International,training,medium
52124,145,International,training,low
52125,235,International,training,medium
52126,499,International,training,low
52127,207,International,training,high
52128,204,International,training,high
52129,166,International,training,high
52141,176,Experimental,training,high
52375,194,Pop,validation,low
52380,135,Pop,validation,low
52389,90,Pop,validation,medium
52393,252,Pop,validation,medium
52409,281,Electronic,training,high
52446,107,Instrumental,training,high
52447,86,Instrumental,training,high
52448,78,Instrumental,training,high
52449,93,Instrumental,training,high
52451,145,Instrumental,training,high
52452,169,Instrumental,validation,high
52500,350,Folk,training,low
52501,181,Folk,training,low
52502,203,Folk,training,low
52508,212,Folk,training,low
52522,214,Rock,training,high
52579,177,Hip-Hop,training,high
52628,163,Electronic,training,high
52629,148,Electronic,training,high
52630,71,Electronic,training,high
52631,163,Electronic,training,high
52632,121,Electronic,training,high
52633,118,Electronic,training,high
52634,218,Electronic,training,high
52635,139,Electronic,training,high
52636,178,Electronic,training,high
52637,170,Electronic,training,high
52638,162,Electronic,training,high
52639,155,Electronic,training,high
52641,161,Electronic,training,high
52642,328,Electronic,training,high
52644,90,Electronic,training,high
52645,164,Electronic,training,high
52646,150,Electronic,training,high
52647,126,Electronic,training,high
52648,90,Electronic,training,high
52649,188,Electronic,training,high
52650,248,Electronic,training,high
52859,264,Experimental,training,low
52860,249,Experimental,training,medium
52861,302,Experimental,training,medium
52862,462,Experimental,training,low
52945,353,Folk,validation,low
52946,253,Folk,validation,high
52947,264,Folk,validation,low
52948,400,Folk,validation,low
52950,290,Folk,validation,medium
52951,194,Folk,validation,low
52953,330,Folk,validation,low
52954,239,Folk,validation,low
52955,282,Folk,validation,low
53152,120,International,training,low
53154,213,International,training,low
53156,184,International,training,low
53157,82,International,training,medium
53158,268,International,training,low
53159,144,International,training,medium
53160,213,International,training,low
53299,240,International,training,low
53300,236,International,training,low
53301,272,International,training,low
53302,214,International,training,low
53379,158,Hip-Hop,training,medium
53381,115,Hip-Hop,training,medium
53457,234,Electronic,training,high
53496,242,Electronic,training,high
53576,203,Folk,training,low
53578,253,Folk,training,low
53591,263,Pop,training,medium
53592,205,Pop,training,medium
53675,305,Experimental,training,low
53723,158,International,training,high
53724,274,International,training,medium
53725,366,International,training,medium
53726,337,International,training,high
53727,277,International,training,high
53728,509,International,training,high
53729,256,Experimental,training,medium
53807,222,Rock,training,high
53862,255,Electronic,training,high
53863,241,Electronic,training,high
53937,99,Pop,training,medium
54019,391,Experimental,training,medium
54031,514,Pop,training,low
54032,144,Pop,training,low
54033,209,Pop,training,high
54034,121,Pop,training,low
54037,330,Pop,training,low
54039,102,Pop,training,low
54061,209,Folk,training,low
54062,93,Folk,training,medium
54063,377,Folk,training,medium
54064,340,Folk,training,high
54149,178,Instrumental,training,high
54150,372,Instrumental,training,high
54151,278,Instrumental,training,high
54152,430,Instrumental,training,high
54153,336,Instrumental,training,high
54154,446,Instrumental,training,high
54155,365,Instrumental,training,high
54156,201,Instrumental,training,high
54158,290,Instrumental,training,high
54159,157,Instrumental,training,high
54160,490,Instrumental,training,high
54163,151,Rock,training,high
54234,204,Pop,training,medium
54235,255,Pop,training,medium
54236,253,Pop,training,medium
54237,277,Pop,training,low
54297,184,Folk,training,low
54335,362,Electronic,training,high
54365,211,Hip-Hop,training,medium
54376,195,Hip-Hop,training,high
54433,309,International,training,low
54436,274,International,training,low
54437,407,International,training,low
54438,378,International,training,low
54442,335,International,training,low
54443,233,International,training,low
54463,288,International,validation,medium
54464,175,International,validation,low
54465,223,International,validation,low
54466,221,International,validation,medium
54467,203,International,validation,low
54468,218,International,validation,medium
54469,167,International,validation,medium
54470,185,International,validation,high
54475,252,International,training,low
54476,297,International,training,low
54479,424,International,training,low
54480,295,International,training,low
54481,233,International,training,medium
54482,263,International,training,medium
54496,598,Experimental,training,high
54554,205,Experimental,validation,low
54570,280,International,training,medium
54580,236,International,training,high
54621,173,Rock,training,high
54623,188,Rock,training,high
54624,163,Rock,training,high
54625,221,Rock,training,high
54626,194,Rock,training,high
54662,156,Electronic,training,high
54664,142,Pop,training,medium
54665,187,Pop,training,medium
54666,139,Pop,training,medium
54667,217,Pop,training,high
54719,190,Electronic,training,high
54735,249,Rock,training,high
54753,173,Hip-Hop,training,medium
54874,245,Electronic,training,high
54942,438,Rock,training,medium
55076,255,Pop,training,high
55097,353,Hip-Hop,training,medium
55100,209,Hip-Hop,training,medium
55101,116,Hip-Hop,training,medium
55102,104,Hip-Hop,training,medium
55113,213,Hip-Hop,training,medium
55119,191,Hip-Hop,training,low
55120,183,Hip-Hop,training,medium
55121,218,Hip-Hop,training,medium
55122,191,Hip-Hop,training,medium
55123,113,Hip-Hop,training,high
55124,198,Hip-Hop,training,high
55149,330,Electronic,training,high
55183,141,Electronic,validation,high
55186,152,Electronic,validation,high
55231,385,International,training,low
55232,306,International,training,low
55233,217,International,training,low
55234,333,International,training,low
55235,421,International,training,low
55236,233,International,training,medium
55237,258,International,training,low
55238,424,International,training,low
55240,270,International,training,low
55241,298,International,training,low
55242,344,International,training,low
55285,85,Pop,training,medium
55286,290,Pop,training,high
55287,318,Pop,training,high
55288,221,Pop,training,medium
55289,295,Pop,training,medium
55290,211,Pop,training,medium
55291,287,Pop,training,medium
55292,225,Pop,training,medium
55293,278,Pop,training,medium
55294,273,Pop,training,medium
55295,298,Pop,training,medium
55402,185,Rock,training,high
55430,183,Pop,training,low
55436,157,Pop,training,low
55437,152,Pop,training,low
55480,75,Experimental,training,high
55481,165,Experimental,training,low
55549,268,Hip-Hop,training,high
55572,205,Hip-Hop,training,medium
55709,386,Rock,training,high
55710,173,Rock,training,high
55711,229,Rock,training,high
55712,247,Rock,training,high
55713,302,Rock,training,high
55714,228,Rock,training,high
55715,280,Rock,training,high
55716,272,Rock,training,high
55717,241,Rock,training,high
55718,401,Rock,training,high
55719,214,Rock,training,high
55782,150,Electronic,validation,high
55786,70,Electronic,training,high
55807,228,Electronic,training,high
55808,261,Electronic,training,high
55809,352,Electronic,training,high
55810,356,Electronic,training,high
55811,291,Electronic,training,high
55826,212,International,training,medium
55827,236,International,training,low
55828,353,International,training,low
55830,356,International,training,high
55831,257,International,training,medium
55832,291,International,training,high
55833,379,International,training,high
55900,317,Hip-Hop,training,high
56010,345,Experimental,training,low
56015,207,Experimental,training,medium
56020,336,Experimental,training,low
56028,150,Electronic,training,high
56029,253,Electronic,training,high
56030,432,International,training,medium
56031,428,Experimental,training,low
56033,135,Experimental,training,low
56034,131,Electronic,training,high
56036,208,Electronic,training,high
56247,280,Pop,training,medium
56248,451,Pop,training,medium
56249,336,Pop,training,low
56273,132,Pop,training,medium
56274,114,Pop,training,medium
56275,164,Pop,training,medium
56460,301,Pop,validation,medium
56465,147,International,training,medium
56466,113,International,training,high
56467,96,International,training,high
56468,244,International,training,high
56469,237,International,training,high
56470,442,International,training,medium
56471,167,International,training,high
56472,239,International,training,high
56474,161,International,training,high
56493,165,Hip-Hop,training,medium
56495,177,Hip-Hop,training,medium
56496,87,Hip-Hop,training,medium
56497,160,Hip-Hop,training,medium
56498,72,Hip-Hop,training,high
56499,66,Hip-Hop,training,high
56516,170,Folk,training,medium
56517,122,Folk,training,high
56518,157,Folk,training,high
56519,140,Folk,training,high
56520,146,Folk,training,high
56521,154,Folk,training,high
56552,119,Rock,validation,high
56559,82,Rock,validation,high
56639,228,Hip-Hop,training,medium
56640,145,Hip-Hop,training,high
56641,145,Hip-Hop,training,medium
56645,363,Rock,training,high
56646,108,Rock,training,high
56648,108,Rock,training,high
56649,140,Rock,training,high
56650,124,Rock,training,high
56651,156,Rock,training,high
56686,194,International,training,low
56687,271,International,training,low
56688,217,International,training,low
56689,173,International,training,low
56690,484,International,training,low
56691,231,International,training,low
56692,293,International,training,low
56693,196,International,training,medium
56694,131,International,training,medium
56695,447,International,training,medium
56696,231,International,training,medium
56795,242,Electronic,training,high
56796,266,Electronic,training,high
56797,223,Electronic,training,high
56798,168,Electronic,training,high
56799,215,Electronic,training,high
56800,222,Electronic,training,high
56801,155,Electronic,training,high
56802,331,Electronic,training,high
56803,151,Electronic,training,high
56804,182,Electronic,training,high
56805,201,Electronic,training,high
56874,228,Electronic,validation,high
56888,451,Experimental,training,high
57078,337,Pop,validation,medium
57164,124,Folk,training,high
57175,153,Folk,training,medium
57176,189,Folk,training,medium
57177,85,Folk,training,medium
57178,222,Pop,training,medium
57179,222,Pop,training,medium
57180,222,Pop,training,high
57344,76,Experimental,training,low
57360,244,Experimental,training,low
57371,294,Instrumental,training,high
57417,384,Electronic,training,high
57418,156,Instrumental,training,medium
57435,319,Pop,validation,medium
57437,333,Pop,validation,medium
57439,260,Pop,validation,high
57440,140,Experimental,training,low
57442,216,Experimental,training,low
57500,145,Rock,training,high
57569,273,Rock,training,high
57626,413,Experimental,training,medium
57627,191,Experimental,training,medium
57628,352,Experimental,training,high
57629,347,Experimental,training,medium
57630,377,Experimental,training,high
57639,203,Folk,training,low
57640,228,Folk,training,low
57648,261,Folk,training,medium
57658,216,Rock,training,high
57661,187,Rock,training,high
57662,195,Rock,training,high
57663,107,Rock,training,high
57665,283,International,training,high
57691,165,International,training,high
57697,246,International,training,high
57819,108,Hip-Hop,training,high
57820,152,Hip-Hop,training,high
57821,165,Hip-Hop,training,high
57822,74,Hip-Hop,training,high
57823,121,Hip-Hop,training,high
57891,96,Rock,validation,high
57892,132,Rock,validation,high
57936,218,Experimental,training,high
57937,64,Experimental,training,high
57938,293,Experimental,training,high
57939,135,Experimental,training,high
57943,149,Experimental,training,high
57968,549,Rock,training,high
58052,268,Experimental,training,medium
58053,234,Experimental,training,low
58054,194,Experimental,training,low
58060,269,Experimental,training,medium
58061,279,Experimental,training,low
58063,105,Experimental,training,high
58068,491,Experimental,training,low
58070,208,Experimental,training,high
58115,183,Pop,training,high
58116,165,Pop,training,medium
58117,134,Pop,training,medium
58135,222,Folk,training,low
58140,107,Folk,training,medium
58161,233,Pop,training,low
58162,75,Pop,training,low
58164,102,Pop,training,low
58166,80,Pop,training,low
58169,98,Pop,training,low
58170,90,Pop,training,low
58173,104,Pop,training,low
58174,215,Pop,training,low
58207,273,Hip-Hop,validation,high
58212,149,Hip-Hop,training,medium
58213,197,Hip-Hop,training,high
58215,205,Hip-Hop,training,low
58221,256,Rock,training,medium
58225,178,Rock,training,high
58333,198,Rock,validation,high
58334,198,Rock,validation,high
58341,225,Electronic,training,high
58474,333,Pop,training,low
58539,192,Rock,validation,high
58540,238,Rock,validation,high
58541,241,Rock,validation,high
58542,252,Rock,validation,high
58543,193,Rock,validation,high
59078,178,Rock,training,high
59373,190,Rock,training,high
59374,238,Rock,training,high
59443,275,Pop,validation,low
59445,276,Pop,validation,low
59446,92,Pop,validation,low
59448,180,Pop,validation,low
59449,299,Pop,validation,low
59451,300,Pop,validation,low
59454,356,Pop,validation,low
59561,177,Rock,training,high
59653,184,International,training,low
59654,214,International,training,low
59656,169,International,training,medium
59657,219,International,training,low
59658,199,International,training,low
59659,304,International,training,low
59660,168,International,training,low
59663,157,International,training,low
59664,167,International,training,low
59666,240,International,training,low
59667,203,International,training,low
59669,139,International,training,low
59671,124,International,training,low
59673,131,International,training,low
59675,64,International,training,low
59676,166,International,training,low
59677,216,International,training,medium
59678,177,International,training,low
59679,210,International,training,low
59680,174,International,training,low
59681,271,International,training,low
59682,378,International,training,high
59683,421,International,training,high
59684,146,International,training,high
59685,216,International,training,high
59686,251,International,training,high
59687,253,International,training,high
59688,121,International,training,high
59702,200,International,training,low
59706,211,International,training,low
59707,230,International,training,low
59708,228,International,training,low
59709,251,International,training,low
59710,286,International,training,medium
59711,193,International,validation,medium
59718,250,International,validation,low
59719,232,International,training,low
59720,105,International,training,low
59721,170,International,training,low
59723,137,International,training,medium
59724,144,International,training,low
59725,160,International,training,medium
59726,187,International,training,medium
59727,81,International,training,medium
59823,255,Experimental,training,medium
59876,275,Rock,training,high
59930,307,Experimental,training,high
60037,116,International,training,high
60038,381,International,training,high
60041,495,International,training,high
60042,227,International,training,high
60045,183,International,training,high
60048,539,International,training,high
60074,144,Experimental,training,medium
60143,189,International,training,low
60144,358,International,training,low
60145,267,International,training,low
60146,540,International,training,low
60170,99,Folk,training,low
60317,165,Experimental,training,high
60331,176,Experimental,validation,low
60472,166,Hip-Hop,training,high
60474,280,Hip-Hop,training,medium
60477,156,Hip-Hop,training,high
60478,197,Hip-Hop,training,high
60510,219,Hip-Hop,training,medium
60544,382,International,training,low
60547,320,International,training,low
60548,291,International,training,medium
60549,256,International,training,low
60736,72,Rock,training,high
60753,305,International,training,low
60754,146,International,training,low
60755,219,International,training,low
60756,192,International,training,low
60757,127,International,training,low
60758,239,International,training,medium
60775,172,International,training,medium
60776,293,International,training,low
60777,197,International,training,medium
60857,235,International,training,low
60864,284,International,training,low
60865,361,International,training,low
60994,177,Experimental,training,medium
61006,312,Folk,training,medium
61007,138,Folk,training,medium
61008,225,Folk,training,low
61010,190,Folk,training,low
61011,257,Folk,training,high
61012,231,Folk,training,low
61013,266,Folk,training,low
61159,251,Hip-Hop,training,medium
61160,99,Hip-Hop,training,medium
61161,127,Hip-Hop,training,medium
61172,126,Hip-Hop,training,medium
61174,85,Hip-Hop,training,medium
61175,93,Hip-Hop,training,medium
61452,311,Hip-Hop,training,medium
61453,182,Hip-Hop,training,high
61491,197,Rock,training,high
61492,275,Rock,training,high
61493,397,Rock,training,high
61587,188,Pop,training,low
61589,326,Pop,training,low
61591,266,Pop,training,low
61592,241,Pop,training,low
61668,266,Hip-Hop,training,medium
61670,201,Pop,training,high
61679,195,Pop,training,medium
61734,73,Pop,validation,low
61736,155,Pop,validation,low
61742,209,Pop,validation,low
61814,180,Rock,training,high
61884,116,Hip-Hop,training,high
62001,209,Hip-Hop,training,medium
62003,148,Instrumental,training,high
62005,325,Instrumental,training,high
62007,244,Instrumental,training,medium
62163,267,Pop,training,low
62164,197,Pop,training,low
62165,410,Pop,training,low
62180,171,Instrumental,training,high
62183,251,International,training,high
62184,231,International,validation,high
62185,180,International,training,medium
62186,288,International,training,high
62187,480,International,training,high
62188,350,International,training,high
62189,298,International,training,high
62190,349,International,training,high
62191,276,International,training,high
62192,294,International,training,high
62193,271,International,training,high
62194,416,International,training,high
62195,216,International,training,high
62196,393,International,training,high
62337,291,Rock,training,high
62426,264,Folk,training,high
62436,120,Pop,training,high
62445,326,Rock,training,high
62446,210,Pop,training,high
62448,343,Pop,training,high
62449,206,Pop,training,high
62450,187,Pop,training,high
62452,240,Pop,training,high
62458,215,Rock,training,high
62525,297,International,training,high
62526,220,International,training,high
62527,220,International,training,medium
62528,243,International,training,high
62529,185,International,training,high
62531,159,International,training,high
62532,256,International,training,high
62533,456,International,training,high
62534,431,International,training,high
62586,266,Rock,training,high
62589,129,International,training,high
62591,525,International,training,high
62592,484,International,training,high
62594,453,International,training,high
62595,213,International,training,high
62596,344,International,training,high
62655,236,Rock,training,high
62671,332,Electronic,training,high
62742,171,Pop,training,high
62748,232,Pop,training,high
62749,210,Pop,training,high
62750,233,Pop,training,high
62751,311,Pop,training,high
62753,284,Pop,training,high
63043,217,Rock,training,high
63044,292,Rock,training,high
63045,263,Rock,training,high
63117,117,Rock,training,high
63191,128,Rock,training,high
63208,295,Folk,training,low
63224,229,Pop,training,low
63226,223,Pop,training,low
63287,534,Instrumental,training,medium
63289,136,Instrumental,training,high
63290,213,Instrumental,training,high
63291,504,Instrumental,training,high
63292,112,Instrumental,training,high
63470,244,Rock,training,high
63471,338,Rock,training,high
63472,347,Rock,training,high
63626,450,Experimental,training,medium
63655,229,Electronic,training,high
63733,74,Hip-Hop,training,medium
63747,240,Hip-Hop,training,medium
63755,131,Hip-Hop,training,medium
63757,79,Hip-Hop,training,medium
63770,76,Hip-Hop,training,high
63789,124,Hip-Hop,training,medium
63803,233,Hip-Hop,training,medium
63804,205,Hip-Hop,training,high
63805,128,Hip-Hop,training,medium
63874,304,Hip-Hop,training,medium
63900,115,Hip-Hop,training,medium
63908,178,Hip-Hop,training,medium
63922,270,Rock,training,high
63936,167,Experimental,training,low
63999,227,Pop,training,low
64005,224,Pop,training,low
64006,280,Pop,training,low
64007,242,Pop,training,low
64008,201,Pop,training,low
64009,343,Pop,training,low
64035,125,Rock,training,high
64078,159,Experimental,training,medium
64079,332,Pop,validation,high
64091,153,Experimental,training,high
64093,87,Experimental,training,low
64247,142,Experimental,training,medium
64248,124,Experimental,training,low
64249,163,Experimental,training,medium
64252,174,Experimental,training,low
64253,141,Experimental,training,low
64331,283,Electronic,training,high
64332,172,Electronic,training,high
64333,150,Electronic,training,high
64334,176,Electronic,training,high
64338,270,Hip-Hop,training,medium
64364,72,Pop,training,medium
64365,63,Pop,training,high
64366,72,Pop,training,medium
64407,312,International,training,high
64408,312,International,validation,medium
64409,305,International,training,high
64410,284,International,training,high
64515,205,Hip-Hop,validation,medium
64516,234,Hip-Hop,validation,medium
64517,286,Hip-Hop,validation,medium
64519,246,Hip-Hop,validation,medium
64520,242,Hip-Hop,validation,medium
64521,168,Hip-Hop,validation,medium
64522,267,Hip-Hop,validation,high
64523,137,Hip-Hop,validation,medium
64535,228,Electronic,training,high
64536,257,Electronic,training,high
64537,340,Electronic,training,high
64538,263,Electronic,training,high
64542,219,Electronic,training,high
64553,181,Folk,training,low
64556,236,Folk,training,low
64567,317,Rock,training,high
64590,220,International,validation,high
64591,237,International,validation,high
64592,199,International,validation,high
64593,234,International,validation,high
64594,121,Experimental,training,medium
64601,147,Experimental,training,medium
64604,138,Experimental,training,low
64625,116,Hip-Hop,validation,high
64626,115,Hip-Hop,validation,high
64627,72,Hip-Hop,validation,high
64628,66,Hip-Hop,validation,high
64629,65,Hip-Hop,validation,high
64630,92,Hip-Hop,validation,high
64631,62,Hip-Hop,validation,high
64659,155,Rock,training,high
64787,335,Pop,training,high
64788,385,Pop,training,high
64789,465,Pop,training,high
64796,198,Pop,training,medium
64809,305,Folk,training,high
64834,243,Pop,training,low
64840,317,Pop,training,low
64841,253,Pop,training,low
64854,81,Experimental,training,high
64855,126,Experimental,training,medium
64856,142,Experimental,training,high
64857,145,Experimental,training,high
64858,96,Experimental,training,high
64859,71,Experimental,training,high
64860,125,Experimental,training,high
64861,102,Experimental,training,medium
64862,116,Experimental,training,high
64863,182,Experimental,training,high
64864,131,Experimental,training,high
64865,156,Experimental,training,high
64866,136,Experimental,training,high
64893,364,Experimental,training,low
64895,306,Experimental,training,low
64896,305,Experimental,training,low
64918,171,Rock,training,high
64919,190,Rock,training,high
64988,278,Hip-Hop,training,high
64989,238,Hip-Hop,training,high
64990,132,Hip-Hop,training,high
64991,141,Hip-Hop,training,high
64992,252,Hip-Hop,training,high
64993,130,Hip-Hop,training,high
64994,256,Hip-Hop,training,high
64995,251,Hip-Hop,training,high
65037,588,Electronic,validation,high
65038,305,Electronic,validation,high
65039,288,Electronic,validation,high
65040,328,Electronic,validation,high
65063,132,Electronic,training,high
65064,88,Electronic,training,high
65073,260,Electronic,training,high
65076,293,International,training,medium
65077,206,International,training,medium
65090,299,Experimental,training,medium
65234,504,Experimental,training,high
65488,240,Electronic,training,high
65619,228,Rock,training,high
65683,170,Folk,validation,low
65685,254,Folk,training,medium
65745,275,Hip-Hop,validation,medium
65752,85,Hip-Hop,training,high
65755,198,Pop,training,medium
65756,260,Pop,training,medium
65893,206,Folk,training,low
66058,162,Folk,training,high
66073,211,Electronic,training,high
66074,210,Electronic,training,high
66075,192,Electronic,training,high
66076,222,Electronic,training,high
66180,203,Folk,training,low
66187,177,Folk,training,low
66390,468,Electronic,training,high
66394,224,Rock,validation,high
66405,240,Rock,training,high
66469,78,Experimental,training,low
66482,97,Experimental,training,medium
66483,108,Experimental,training,high
66525,308,Instrumental,training,medium
66636,306,Electronic,training,high
66637,195,Electronic,training,high
66638,414,Electronic,training,high
66641,238,Pop,training,low
66643,186,Pop,training,low
66644,187,Pop,training,medium
66646,259,Pop,training,low
66648,271,Pop,training,low
66649,245,Pop,training,low
66650,142,Pop,training,low
66689,306,Electronic,validation,high
66690,260,Electronic,validation,high
66757,273,Instrumental,training,high
66782,173,Pop,validation,medium
66783,131,Pop,validation,medium
67007,221,Pop,training,high
67010,222,Pop,training,medium
67011,365,Folk,training,low
67016,344,Folk,training,low
67017,348,Folk,training,medium
67121,314,Rock,training,high
67163,428,Rock,training,high
67232,149,Hip-Hop,training,medium
67233,123,Hip-Hop,training,medium
67235,129,Hip-Hop,training,medium
67237,206,Rock,validation,high
67308,480,Electronic,training,high
67357,251,Pop,training,low
67358,198,Pop,training,low
67359,252,Pop,training,low
67360,194,Pop,training,low
67361,190,Pop,training,low
67362,316,Pop,training,low
67363,169,Pop,training,medium
67364,340,Pop,validation,medium
67366,206,Pop,training,medium
67367,210,Pop,training,medium
67368,289,Pop,training,high
67412,168,Rock,training,high
67470,128,Electronic,training,high
67500,277,Experimental,training,low
67553,355,Electronic,training,high
67556,295,Rock,training,high
67557,216,Rock,training,high
67558,290,Rock,training,high
67597,73,Folk,training,low
67598,160,Folk,training,low
67600,195,Folk,training,low
67637,344,Electronic,training,high
67638,196,Electronic,validation,high
67639,170,Electronic,training,high
67640,277,Electronic,training,high
67660,219,Rock,training,high
67661,178,Rock,training,high
67673,375,Rock,training,high
67707,245,Experimental,training,low
67760,248,Pop,training,medium
67763,261,Folk,training,medium
67764,338,Folk,training,low
67765,388,Folk,training,low
67766,300,Folk,training,low
67784,243,Hip-Hop,training,medium
67793,157,Hip-Hop,training,medium
67829,134,Experimental,training,high
68353,141,Pop,training,low
68354,213,Pop,training,low
68355,173,Pop,training,low
68356,265,Pop,training,medium
68407,210,Experimental,training,medium
68410,248,Experimental,training,medium
68444,285,Electronic,training,high
68531,94,Hip-Hop,training,medium
68538,406,Experimental,validation,medium
68539,103,Experimental,training,high
68540,219,Experimental,training,low
